,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
2522,2015,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.465709,-103.57379,CRUDE OIL,1.0,0.0,0.9,NO,,NO,,NO,CARBON STEEL,OTHER,,32.465709,-103.57379,0.03,nearest_place,,,,,Hobbs,NM,Lea County,88240,US,TIGER/Line® dataset from the US Census Bureau,0.09999999999999998
2526,2015,"WESTERN REFINING PIPELINE, LLC",35.73235,-107.747355,CRUDE OIL,105.0,0.0,105.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,35.735451,-107.748639,0.95,nearest_street,22,Hospah Rd,,,Crownpoint,NM,McKinley County,87313,US,TIGER/Line® dataset from the US Census Bureau,0.0
2537,2015,ENTERPRISE PRODUCTS OPERATING LLC,36.232606,-107.54596,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,24.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,36.23207,-107.545579,1.0,rooftop,15,County Rd 378,,,Cuba,NM,Rio Arriba County,87013,US,Statewide,24.0
2583,2014,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.782428,-103.960045,CRUDE OIL,0.5,0.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,32.782428,-103.960045,0.18,nearest_place,,,,,Loco Hills,NM,Eddy County,88255,US,TIGER/Line® dataset from the US Census Bureau,0.5
2614,2014,"WESTERN REFINING PIPELINE, LLC",36.487768,-108.129948,CRUDE OIL,62.0,0.0,58.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,36.487744,-108.131193,0.99,rooftop,951,Road 7100,,,Bloomfield,NM,San Juan County,87413,US,Statewide,4.0
2623,2014,"WESTERN REFINING PIPELINE, LLC",36.48794,-108.16955,CRUDE OIL,5.0,0.0,4.08,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,36.48794,-108.16955,0.05,nearest_place,,,,,Farmington,NM,San Juan County,87499,US,TIGER/Line® dataset from the US Census Bureau,0.9199999999999999
2687,2014,ENTERPRISE PRODUCTS OPERATING LLC,32.775858,-102.960055,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.2,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,32.775858,-102.960055,0.04,nearest_place,,,,,Hobbs,NM,,88242,US,TIGER/Line® dataset from the US Census Bureau,1.2
2707,2014,"PLAINS PIPELINE, L.P.",32.081519,-103.180924,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,NO,,LEAK,PINHOLE,32.081519,-103.180924,0.42,nearest_place,,,,,Jal,NM,Lea County,88252,US,TIGER/Line® dataset from the US Census Bureau,0.0
2747,2014,ENTERPRISE CRUDE PIPELINE LLC,32.650231,-103.138898,CRUDE OIL,8.0,0.0,8.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.653031,-103.140697,0.95,nearest_street,4398,S Telephone Pole Rd,,,Hobbs,NM,Lea County,88240,US,TIGER/Line® dataset from the US Census Bureau,0.0
2748,2014,ENTERPRISE CRUDE PIPELINE LLC,32.652052,-103.13993,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,32.652794,-103.139836,0.99,rooftop,413,W Arco Rd,,,Hobbs,NM,Lea County,88240,US,Statewide,0.0
2766,2014,ENTERPRISE CRUDE PIPELINE LLC,32.650336,-103.139479,CRUDE OIL,120.0,0.0,120.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.653031,-103.140697,0.96,nearest_street,4398,S Telephone Pole Rd,,,Hobbs,NM,Lea County,88240,US,TIGER/Line® dataset from the US Census Bureau,0.0
2866,2014,KINDER MORGAN WINK PIPELINE LP,31.85330114,-104.5389652,CRUDE OIL,173.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.853301,-104.538965,0.02,nearest_place,,,,,Whites City,NM,,88268,US,TIGER/Line® dataset from the US Census Bureau,173.0
2867,2014,"PLAINS PIPELINE, L.P.",32.080668,-103.178983,CRUDE OIL,500.0,0.0,500.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,32.079469,-103.180007,0.99,rooftop,38,Tank Farm Ln,,,Jal,NM,Lea County,88252,US,Statewide,0.0
2906,2014,"ROADRUNNER PIPELINE, L.L.C.",32.874236,-103.3011341,CRUDE OIL,2.5,0.0,1.0,NO,,NO,,NO,,LEAK,OTHER,32.874236,-103.301134,0.09,nearest_place,,,,,Lovington,NM,Lea County,88260,US,TIGER/Line® dataset from the US Census Bureau,1.5
2929,2014,"PLAINS PIPELINE, L.P.",32.081667,-103.1811111,CRUDE OIL,15.0,0.0,15.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,32.081667,-103.181111,0.43,nearest_place,,,,,Jal,NM,Lea County,88252,US,TIGER/Line® dataset from the US Census Bureau,0.0
2987,2014,"WESTERN REFINING SOUTHWEST, INC",36.48798,-108.1301,CRUDE OIL,1.0,0.0,0.5,NO,,NO,,NO,,LEAK,OTHER,36.487744,-108.131193,0.99,rooftop,951,Road 7100,,,Bloomfield,NM,San Juan County,87413,US,Statewide,0.5
3036,2013,ENTERPRISE CRUDE PIPELINE LLC,32.650552,-103.1392,CRUDE OIL,3500.0,0.0,3500.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,32.653031,-103.140697,0.96,nearest_street,4398,S Telephone Pole Rd,,,Hobbs,NM,Lea County,88240,US,TIGER/Line® dataset from the US Census Bureau,0.0
3039,2013,"WESTERN REFINING SOUTHWEST, INC",36.4309,-107.062,CRUDE OIL,15.0,0.0,13.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,36.434235,-107.058814,0.95,nearest_street,201,County Rd 401,,,Lindrith,NM,Rio Arriba County,87029,US,TIGER/Line® dataset from the US Census Bureau,2.0
3042,2013,NAVAJO NATION OIL AND GAS COMPANY,36.905274,-108.800237,CRUDE OIL,3.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,OTHER,,36.905274,-108.800237,0.05,nearest_place,,,,,Shiprock,NM,San Juan County,87420,US,TIGER/Line® dataset from the US Census Bureau,1.0
3061,2013,ENTERPRISE CRUDE PIPELINE LLC,32.650565,-103.14003,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,YES,,LEAK,SEAL OR PACKING,32.653031,-103.140697,0.96,nearest_street,4398,S Telephone Pole Rd,,,Hobbs,NM,Lea County,88240,US,TIGER/Line® dataset from the US Census Bureau,0.0
3062,2013,ENTERPRISE CRUDE PIPELINE LLC,32.079424,-103.178079,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,32.079424,-103.178079,0.36,nearest_place,,,,,Jal,NM,Lea County,88252,US,TIGER/Line® dataset from the US Census Bureau,0.0
3091,2013,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.782062,-103.960134,CRUDE OIL,20.0,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,32.782062,-103.960134,0.18,nearest_place,,,,,Loco Hills,NM,Eddy County,88255,US,TIGER/Line® dataset from the US Census Bureau,20.0
3120,2013,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.359487,-105.337417,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2491.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,32.359487,-105.337417,0.03,nearest_place,,,,,Pinon,NM,Otero County,88344,US,TIGER/Line® dataset from the US Census Bureau,2491.0
3167,2013,"PLAINS PIPELINE, L.P.",32.7261111,-103.2997222,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,,OTHER,,32.726111,-103.299722,0.09,nearest_place,,,,,Monument,NM,Lea County,88265,US,TIGER/Line® dataset from the US Census Bureau,0.0
3172,2013,ENTERPRISE PRODUCTS OPERATING LLC,34.421537,-105.224281,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.2,0.0,1.2,NO,,NO,,NO,,OVERFILL OR OVERFLOW,,34.421537,-105.224281,0.02,nearest_place,,,,,Encino,NM,Guadalupe County,88321,US,TIGER/Line® dataset from the US Census Bureau,0.0
3203,2013,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.848,-104.39,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,0.0,NO,,NO,,YES,,OVERFILL OR OVERFLOW,,32.846128,-104.391603,0.96,nearest_street,485,Mosley Ave,,,Artesia,NM,Eddy County,88210,US,TIGER/Line® dataset from the US Census Bureau,1.0
3218,2013,TRANSPETCO TRANSPORT CO.,35.96576,-103.18311,CO2 (CARBON DIOXIDE),26.0,20777.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,35.96576,-103.18311,0.14,nearest_place,,,,,Amistad,NM,Union County,88410,US,TIGER/Line® dataset from the US Census Bureau,20803.0
3388,2013,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.813,-104.061182,CRUDE OIL,20.0,0.0,2.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,32.820735,-104.048529,0.9,nearest_street,13135,US Hwy 82,,,Loco Hills,NM,Eddy County,88255,US,TIGER/Line® dataset from the US Census Bureau,18.0
3434,2012,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.874247,-103.300039,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,150.0,0.0,130.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,32.873389,-103.299311,0.99,rooftop,42,Skelly Ln,,,Lovington,NM,Lea County,88260,US,Statewide,20.0
3483,2012,"PLAINS PIPELINE, L.P.",32.08014,-103.17604,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,YES,,LEAK,PINHOLE,32.08014,-103.17604,0.34,nearest_place,,,,,Jal,NM,Lea County,88252,US,TIGER/Line® dataset from the US Census Bureau,0.0
3571,2012,"PLAINS PIPELINE, L.P.",32.655,-103.1375,CRUDE OIL,4.0,0.0,4.0,NO,,NO,,YES,,LEAK,PINHOLE,32.654682,-103.135894,0.99,rooftop,106,E Townsend Pl,,,Hobbs,NM,Lea County,88240,US,Statewide,0.0
3604,2012,CENTURION PIPELINE L.P.,33.05365,-103.59627,CRUDE OIL,4.0,0.0,0.0,NO,,NO,,,,MECHANICAL PUNCTURE,,33.05365,-103.59627,0.03,nearest_place,,,,,Lovington,NM,Lea County,88260,US,TIGER/Line® dataset from the US Census Bureau,4.0
3681,2012,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.862785,-102.920159,CRUDE OIL,116.0,0.0,40.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,32.862785,-102.920159,0.03,nearest_place,,,,,Hobbs,NM,,88242,US,TIGER/Line® dataset from the US Census Bureau,76.0
3771,2012,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",32.84745,-104.38975,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.36,0.0,0.0,NO,,NO,,,,OVERFILL OR OVERFLOW,,32.846128,-104.391603,0.96,nearest_street,485,Mosley Ave,,,Artesia,NM,Eddy County,88210,US,TIGER/Line® dataset from the US Census Bureau,0.36
3816,2011,"PLAINS PIPELINE, L.P.",32.080874,-103.176847,CRUDE OIL,0.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,OTHER,,32.080874,-103.176847,0.36,nearest_place,,,,,Jal,NM,Lea County,88252,US,TIGER/Line® dataset from the US Census Bureau,0.0
3986,2011,ENTERPRISE PRODUCTS OPERATING LLC,32.77597,-102.95923,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,20.0,5.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,32.77597,-102.95923,0.04,nearest_place,,,,,Hobbs,NM,,88242,US,TIGER/Line® dataset from the US Census Bureau,25.0
4095,2011,TRANSPETCO TRANSPORT CO.,35.85326,-103.30167,CO2 (CARBON DIOXIDE),2530.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,SEAL OR PACKING,35.85326,-103.30167,0.05,nearest_place,,,,,Amistad,NM,Union County,88410,US,TIGER/Line® dataset from the US Census Bureau,2530.0
4167,2010,ENTERPRISE PRODUCTS OPERATING LLC,32.775943,-102.959437,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,1.6,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,32.775943,-102.959437,0.04,nearest_place,,,,,Hobbs,NM,,88242,US,TIGER/Line® dataset from the US Census Bureau,2.6
4238,2010,ENTERPRISE PRODUCTS OPERATING LLC,32.46539,-103.57639,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,200.0,0.0,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,32.46539,-103.57639,0.03,nearest_place,,,,,Hobbs,NM,Lea County,88240,US,TIGER/Line® dataset from the US Census Bureau,200.0
4372,2010,"TEPPCO CRUDE PIPELINE, LLC",32.611,-103.0763,CRUDE OIL,2.0,0.0,0.48,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.624041,-103.076417,0.91,nearest_street,4700,E Nadine Rd,,,Hobbs,NM,Lea County,88240,US,TIGER/Line® dataset from the US Census Bureau,1.52
4426,2010,"TEPPCO CRUDE PIPELINE, LLC",32.652,-103.1393,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,,OTHER,,32.652067,-103.13904,1.0,rooftop,201,W Arco Rd,,,Hobbs,NM,Lea County,88240,US,Statewide,0.0
