,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
3481,2012,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.24275,-101.25444,CRUDE OIL,76.0,0.0,76.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,48.243605,-101.252784,0.97,nearest_street,810,County Rd 19,,,Minot,ND,Ward County,58703,US,TIGER/Line® dataset from the US Census Bureau,0.0
3654,2012,BRIDGER PIPELINE LLC,46.902916,-103.295787,CRUDE OIL,150.0,0.0,115.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,46.902916,-103.295787,0.05,nearest_place,,,,,Medora,ND,Billings County,58645,US,TIGER/Line® dataset from the US Census Bureau,35.0
3814,2011,BELLE FOURCHE PIPELINE CO,47.673856,-103.65985,CRUDE OIL,1000.0,0.0,470.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,47.673856,-103.65985,0.04,nearest_place,,,,,Alexander,ND,McKenzie County,58831,US,TIGER/Line® dataset from the US Census Bureau,530.0
3820,2011,BELLE FOURCHE PIPELINE CO,47.907607,-103.650532,CRUDE OIL,800.0,0.0,650.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,47.907607,-103.650532,0.11,nearest_place,,,,,Alexander,ND,McKenzie County,58831,US,TIGER/Line® dataset from the US Census Bureau,150.0
3839,2011,BELLE FOURCHE PIPELINE CO,46.861678,-102.777616,CRUDE OIL,200.0,0.0,120.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,46.862007,-102.778393,1.0,rooftop,6TH,Ave E,,,Dickinson,ND,Stark County,58601,US,Dickinson,80.0
3882,2011,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.325724,-101.752889,CRUDE OIL,20.0,0.0,20.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,CRACK,48.324766,-101.75136,0.99,rooftop,8501,296th St NW,,,Berthold,ND,Ward County,58718,US,Ward,0.0
4016,2011,TC OIL PIPELINE OPERATIONS INC,45.95307,-97.9057,CRUDE OIL,400.0,0.0,400.0,NO,,NO,,,CARBON STEEL,LEAK,CONNECTION FAILURE,45.953116,-97.904309,0.97,nearest_street,10079,County Rd 2,,,Cogswell,ND,Sargent County,58017,US,TIGER/Line® dataset from the US Census Bureau,0.0
4034,2011,KINDER MORGAN COCHIN LLC,46.41379,-97.52251,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.76,1.26,0.0,NO,,NO,,YES,,LEAK,CRACK,46.413264,-97.521147,0.97,nearest_street,13836,69th St SE,,,Lisbon,ND,Ransom County,58054,US,TIGER/Line® dataset from the US Census Bureau,2.02
4072,2011,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.24063,-101.257672,CRUDE OIL,0.24,0.0,0.24,NO,,NO,,NO,,OVERFILL OR OVERFLOW,,48.241885,-101.258396,0.99,rooftop,2625,Railway Ave,,,Minot,ND,Ward County,58703,US,Ward,0.0
4166,2010,"MAGELLAN PIPELINE COMPANY, LP",46.877218,-96.879506,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.42,0.0,1.0,NO,,NO,,,,LEAK,OTHER,46.87594,-96.879671,0.99,rooftop,1175,Main Ave E,,,West Fargo,ND,Cass County,58078,US,Cass,0.41999999999999993
4270,2010,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.96572,-101.65116,CRUDE OIL,0.38,0.0,0.38,NO,,NO,,YES,,LEAK,PINHOLE,48.965133,-101.650628,1.0,rooftop,4310,County Rd,,,Sherwood,ND,Renville County,58782,US,Bottineau,0.0
4339,2010,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,48.720364,-101.20851,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,48.71968,-101.208044,0.98,nearest_street,2280,County Rd 20,,,Maxbass,ND,Bottineau County,58760,US,TIGER/Line® dataset from the US Census Bureau,0.0
4373,2010,TESORO - HIGH PLAINS PIPELINE COMPANY,48.39475,-102.9138,CRUDE OIL,40.0,0.0,40.0,NO,,NO,,YES,CARBON STEEL,OTHER,,48.39475,-102.9138,0.17,nearest_place,,,,,Tioga,ND,Williams County,58852,US,TIGER/Line® dataset from the US Census Bureau,0.0
4456,2010,BELLE FOURCHE PIPELINE CO,46.851256,-102.770368,CRUDE OIL,20.0,0.0,13.0,NO,,NO,,YES,CARBON STEEL,MECHANICAL PUNCTURE,,46.84711,-102.776581,0.94,nearest_street,1083,20th St SE,,,Dickinson,ND,Stark County,58601,US,TIGER/Line® dataset from the US Census Bureau,7.0
