Calendar Year,Portal Year,Incident Cause Type,Incident Cause SubType,Serious Incident Flag,Significant Incident Flag,,# of Fatalities,# of Injuries,Total Property Damage,Total Property Damage-Cur Yr Dollars,Commodity Spilled Amount bbls,Net Spill bbls,System Sub Type,Serious Incident Flag,Serious Incident Flag,Serious Incident Flag,State Name
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,1500000,1914897.165,0,0,GAS GATHERING,No,No,No,OCS
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,320000,391829.6072,0,0,GAS TRANSMISSION,No,No,No,CALIFORNIA
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,3,0,0,1525000,1946812.118,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,2,0,0,597000,264177.7003,0,0,GAS TRANSMISSION,No,No,No,MISSISSIPPI
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,2,0,0,3253941,4025574.375,0,0,GAS TRANSMISSION,No,No,No,OCS
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,173497,76773.9338,0,0,GAS TRANSMISSION,No,No,No,OKLAHOMA
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,450000,541105.5736,0,0,GAS TRANSMISSION,No,No,No,UTAH
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,1740,2221.280712,140,10,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,254156,324455.0693,1197,847,HAZARDOUS LIQUID,No,No,No,COLORADO
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,293619,374833.4605,30,30,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,69564,88805.27093,198,198,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,101500,129574.7082,18,5,HAZARDOUS LIQUID,No,No,No,MICHIGAN
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,29050,37085.1751,90,90,HAZARDOUS LIQUID,No,No,No,N/A
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,1,0,0,53832,68721.82946,1238,59,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,No,Yes,3,0,0,535515,683637.4369,15017,500,HAZARDOUS LIQUID,No,No,No,TEXAS
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,Yes,Yes,1,0,1,50000,63829.9055,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,CALIFORNIA
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,Yes,Yes,1,0,2,101651,129683.2315,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,NEW MEXICO
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,Yes,Yes,1,0,1,0,0,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,NEW YORK
2006,7/8/21,ALL OTHER CAUSES,MISCELLANEOUS,Yes,Yes,1,0,2,307224,391601.8675,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,OHIO
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,1,0,0,100002,127661.5301,0,0,GAS DISTRIBUTION,No,No,No,ILLINOIS
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,1,0,0,255900,326681.4564,0,0,GAS DISTRIBUTION,No,No,No,MICHIGAN
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,2,0,0,245355,313173.8544,0,0,GAS DISTRIBUTION,No,No,No,OHIO
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,1,0,0,155122,197926.6931,0,0,GAS DISTRIBUTION,No,No,No,TEXAS
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,1,0,0,300000,374638.539,0,0,GAS GATHERING,No,No,No,OCS
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,1,0,0,500000,638299.055,0,0,GAS TRANSMISSION,No,No,No,MINNESOTA
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,2,0,0,370000,413955.0428,0,0,GAS TRANSMISSION,No,No,No,OCS
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,1,0,0,450000,573635.0601,0,0,GAS TRANSMISSION,No,No,No,TEXAS
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,No,Yes,1,0,0,603000,769788.6604,0,0,HAZARDOUS LIQUID,No,No,No,OCS
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,Yes,Yes,1,1,0,350000,446809.3385,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,ILLINOIS
2006,7/8/21,ALL OTHER CAUSES,UNKNOWN,Yes,Yes,1,0,1,990500,1248205.685,0,0,GAS TRANSMISSION,Yes,Yes,Yes,LOUISIANA
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,170000,217021.6787,0,0,GAS DISTRIBUTION,No,No,No,GEORGIA
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,120000,153191.7732,0,0,GAS TRANSMISSION,No,No,No,KANSAS
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,887566,903690.4934,0,0,GAS TRANSMISSION,No,No,No,KENTUCKY
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,2,0,0,380400,370930.6287,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,245000,140110.0313,0,0,GAS TRANSMISSION,No,No,No,MISSISSIPPI
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,376500,273367.9727,0,0,GAS TRANSMISSION,No,No,No,WISCONSIN
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,4,0,0,4681960,5976981.287,1350,41,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,414092,528629.0646,1419,1419,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,5403581,6898201.292,3215,2219,HAZARDOUS LIQUID,No,No,No,KANSAS
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,101725,129861.9427,19,0,HAZARDOUS LIQUID,No,No,No,NEW JERSEY
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,374900,478596.6315,484,484,HAZARDOUS LIQUID,No,No,No,NEW MEXICO
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,1,0,0,94900,121149.1606,1,0,HAZARDOUS LIQUID,No,No,No,OHIO
2006,7/8/21,CORROSION,EXTERNAL,No,Yes,4,0,0,775389,989860.132,617,461,HAZARDOUS LIQUID,No,No,No,TEXAS
2006,7/8/21,CORROSION,EXTERNAL,Yes,Yes,1,0,1,500,471.4811752,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,GEORGIA
2006,7/8/21,CORROSION,EXTERNAL,Yes,Yes,1,1,0,200000,0,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,MISSISSIPPI
2006,7/8/21,CORROSION,EXTERNAL,Yes,Yes,1,0,2,740000,944682.6014,4513,4513,HAZARDOUS LIQUID,Yes,Yes,Yes,KANSAS
2006,7/8/21,CORROSION,INTERNAL,No,Yes,1,0,0,250000,173183.8826,0,0,GAS GATHERING,No,No,No,LOUISIANA
2006,7/8/21,CORROSION,INTERNAL,No,Yes,1,0,0,396500,505754.1059,0,0,GAS GATHERING,No,No,No,OCS
2006,7/8/21,CORROSION,INTERNAL,No,Yes,4,0,0,6530120,8161079.986,0,0,GAS GATHERING,No,No,No,TEXAS
2006,7/8/21,CORROSION,INTERNAL,No,Yes,1,0,0,1201000,1532360.241,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2006,7/8/21,CORROSION,INTERNAL,No,Yes,2,0,0,390000,449929.8043,0,0,GAS TRANSMISSION,No,No,No,OCS
2006,7/8/21,CORROSION,INTERNAL,No,Yes,1,0,0,215100,150233.524,0,0,GAS TRANSMISSION,No,No,No,PENNSYLVANIA
2006,7/8/21,CORROSION,INTERNAL,No,Yes,4,0,0,1083520,1264470.276,0,0,GAS TRANSMISSION,No,No,No,TEXAS
2006,7/8/21,CORROSION,INTERNAL,No,Yes,1,0,0,1608202,2053027.634,97,76,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2006,7/8/21,CORROSION,INTERNAL,No,Yes,3,0,0,568690,725988.5792,3465,2529,HAZARDOUS LIQUID,No,No,No,KANSAS
2006,7/8/21,CORROSION,INTERNAL,No,Yes,1,0,0,400000,510639.244,230,18,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2006,7/8/21,CORROSION,INTERNAL,No,Yes,1,0,0,196420,250749.4008,10,7,HAZARDOUS LIQUID,No,No,No,NEW MEXICO
2006,7/8/21,CORROSION,INTERNAL,No,Yes,4,0,0,979007,1249798.486,49093.02381,106,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2006,7/8/21,CORROSION,INTERNAL,No,Yes,8,0,0,1749925,2233950.948,2469,653,HAZARDOUS LIQUID,No,No,No,TEXAS
2006,7/8/21,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,No,Yes,1,0,0,100316,127799.6438,0,0,GAS TRANSMISSION,No,No,No,MISSOURI
2006,7/8/21,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,No,Yes,1,0,0,132908,61645.51534,0,0,GAS TRANSMISSION,No,No,No,WEST VIRGINIA
2006,7/8/21,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,No,Yes,1,0,0,187050,238787.6765,80,0,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2006,7/8/21,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,No,Yes,1,0,0,0,0,1462,300,HAZARDOUS LIQUID,No,No,No,NEW MEXICO
2006,7/8/21,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,No,Yes,1,0,0,189500,241915.3419,280,20,HAZARDOUS LIQUID,No,No,No,TEXAS
2006,7/8/21,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,Yes,Yes,1,0,1,1250,970.1805881,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,NEW YORK
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,100520,128306.9602,0,0,GAS DISTRIBUTION,No,No,No,CALIFORNIA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,341592,435766.2544,0,0,GAS DISTRIBUTION,No,No,No,KENTUCKY
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,2,0,0,618261,737539.7655,0,0,GAS DISTRIBUTION,No,No,No,MISSOURI
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,2,0,0,700000,893463.5364,0,0,GAS DISTRIBUTION,No,No,No,NEW YORK
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,770614,983370.6858,0,0,GAS DISTRIBUTION,No,No,No,NORTH CAROLINA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,2,0,0,331300,421852.6376,0,0,GAS DISTRIBUTION,No,No,No,OHIO
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,91700,116480.1841,0,0,GAS DISTRIBUTION,No,No,No,OREGON
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,149568,68798.34495,0,0,GAS DISTRIBUTION,No,No,No,TEXAS
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,182399,218648.1785,0,0,GAS DISTRIBUTION,No,No,No,WISCONSIN
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,200000,163569.7881,0,0,GAS TRANSMISSION,No,No,No,CALIFORNIA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,297344,365122.3419,0,0,GAS TRANSMISSION,No,No,No,MISSOURI
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,2,0,0,480293,400053.815,0,0,GAS TRANSMISSION,No,No,No,TEXAS
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,125860,160672.6381,1144,644,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,180888,230921.2789,1200,1200,HAZARDOUS LIQUID,No,No,No,COLORADO
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,330000,421277.3763,0.023809524,0,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,747400,954129.4275,0.166666667,0.166666667,HAZARDOUS LIQUID,No,No,No,MICHIGAN
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,4200,5361.712062,200,0,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,1,0,0,862000,1100427.571,113,0,HAZARDOUS LIQUID,No,No,No,TENNESSEE
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,No,Yes,4,0,0,1136908,1451374.604,2145,1713,HAZARDOUS LIQUID,No,No,No,TEXAS
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,1,1,3426,4143.416451,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,FLORIDA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,2,2,900000,1148938.299,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,INDIANA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,0,2,0,0,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,KENTUCKY
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,0,1,9432,9767.979761,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,NEVADA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,0,1,450500,575107.4486,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,OREGON
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,2,2,1,313919,400247.9485,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,TEXAS
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,0,1,3841,2111.716121,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,VIRGINIA
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,2,4,1400833,1787605.964,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,WISCONSIN
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,1,0,397000,425902.778,0,0,GAS TRANSMISSION,Yes,Yes,Yes,KANSAS
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,1,0,1730000,1332720.861,0,0,GAS TRANSMISSION,Yes,Yes,Yes,MICHIGAN
2006,7/8/21,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,Yes,Yes,1,1,0,0,0,0,0,GAS TRANSMISSION,Yes,Yes,Yes,WYOMING
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,1000224,1276697.232,0,0,GAS DISTRIBUTION,No,No,No,PENNSYLVANIA
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,100766,128637.6852,0,0,GAS TRANSMISSION,No,No,No,ARKANSAS
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,110000,119573.5571,0,0,GAS TRANSMISSION,No,No,No,TEXAS
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,3500,4468.093385,50,0,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,180200,230042.9794,3,1,HAZARDOUS LIQUID,No,No,No,GEORGIA
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,1118,1427.236687,25,25,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,0,0,0,0,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,1,0,0,23087,29472.82057,575,10,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,No,Yes,3,0,0,114826,146586.6546,5239,309,HAZARDOUS LIQUID,No,No,No,TEXAS
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,Yes,Yes,1,0,1,21000,24306.29211,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,MASSACHUSETTS
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,Yes,Yes,1,0,2,1000,442.5087108,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,MINNESOTA
2006,7/8/21,INCORRECT OPERATION,INCORRECT OPERATION,Yes,Yes,1,0,1,0,0,0,0,GAS TRANSMISSION,Yes,Yes,Yes,OREGON
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,No,Yes,1,0,0,123791,95763.24663,0,0,GAS TRANSMISSION,No,No,No,OKLAHOMA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,No,Yes,1,0,0,150000,191489.7165,0,0,GAS TRANSMISSION,No,No,No,WASHINGTON
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,No,Yes,1,0,0,195040,248987.6954,0.547619048,0.261904762,HAZARDOUS LIQUID,No,No,No,INDIANA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,3,0,0,725000,925533.6298,0,0,GAS TRANSMISSION,No,No,No,IDAHO
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,232204,133950.5726,0,0,GAS TRANSMISSION,No,No,No,IOWA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,362322,272882.6647,0,0,GAS TRANSMISSION,No,No,No,MISSISSIPPI
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,210000,259744.7091,0,0,GAS TRANSMISSION,No,No,No,OCS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,200000,238637.834,0,0,GAS TRANSMISSION,No,No,No,OHIO
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,481773,615030.5013,5,5,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,167100,213319.5442,2,2,HAZARDOUS LIQUID,No,No,No,NEBRASKA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,133218,170065.847,5,5,HAZARDOUS LIQUID,No,No,No,OHIO
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,No,Yes,1,0,0,575000,316999.2137,0,0,GAS TRANSMISSION,No,No,No,COLORADO
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,No,Yes,1,0,0,499493,637651.8198,77,0,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,No,Yes,1,0,0,87670,111919.3563,0.023809524,0.023809524,HAZARDOUS LIQUID,No,No,No,IOWA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,No,Yes,1,0,0,95048,121338.0972,2,2,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,No,Yes,1,0,0,514905,657326.7499,100,100,HAZARDOUS LIQUID,No,No,No,NORTH DAKOTA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,381300,486766.8594,0,0,GAS DISTRIBUTION,No,No,No,PENNSYLVANIA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,149887,189427.0553,0,0,GAS GATHERING,No,No,No,OCS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,350000,425957.1035,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,137100,174938.1919,0,0,GAS TRANSMISSION,No,No,No,MICHIGAN
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,4,0,0,2494610,3038223.381,0,0,GAS TRANSMISSION,No,No,No,OCS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,100100,127704.0619,0,0,GAS TRANSMISSION,No,No,No,TEXAS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,150500,108719.0756,0,0,GAS TRANSMISSION,No,No,No,WYOMING
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,320345,408951.8216,3,1,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,163050,208149.3218,1.19047619,1.19047619,HAZARDOUS LIQUID,No,No,No,KANSAS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,No,Yes,1,0,0,115504,147452.1881,0.119047619,0.119047619,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,Yes,Yes,1,0,1,350,446.8093385,0,0,GAS GATHERING,Yes,Yes,Yes,CALIFORNIA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,147524,65280.65505,0,0,GAS TRANSMISSION,No,No,No,MISSOURI
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,462642,204723.115,0,0,GAS TRANSMISSION,No,No,No,TEXAS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,135300,172723.7243,6,0,HAZARDOUS LIQUID,No,No,No,ALABAMA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,223391,285180.5284,12,0,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,562,717.4481379,10,10,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,559,713.6183435,307,307,HAZARDOUS LIQUID,No,No,No,TEXAS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,579224,548242.9552,0,0,GAS TRANSMISSION,No,No,No,IDAHO
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,237500,105929.9082,0,0,GAS TRANSMISSION,No,No,No,KENTUCKY
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,90000,106552.9359,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,118100,150766.2368,2.380952381,2.380952381,HAZARDOUS LIQUID,No,No,No,KANSAS
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,78447,100145.2919,24659,24659,HAZARDOUS LIQUID,No,No,No,MISSISSIPPI
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,750000,957448.5825,270,70,HAZARDOUS LIQUID,No,No,No,OHIO
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,12000000,15319177.32,553,3,HAZARDOUS LIQUID,No,No,No,VIRGINIA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,No,Yes,1,0,0,231000,294894.1634,50,0,HAZARDOUS LIQUID,No,No,No,WYOMING
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,No,Yes,1,0,0,10584266,13441568.59,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,No,Yes,1,0,0,453321,575938.721,0,0,GAS TRANSMISSION,No,No,No,NEW YORK
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,No,Yes,1,0,0,402700,511834.0175,0,0,GAS TRANSMISSION,No,No,No,PENNSYLVANIA
2006,7/8/21,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,No,Yes,1,0,0,225000,266382.3398,0,0,GAS TRANSMISSION,No,No,No,TEXAS
