,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill,incident_count
3258,2013,ENTERPRISE CRUDE PIPELINE LLC,28.95081,-95.43176,CRUDE OIL,3.0,0.0,3.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,28.95081,-95.43176,0.09,nearest_place,,,,,Lake Jackson,TX,Brazoria County,77566,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3260,2013,WEST TEXAS GULF PIPELINE CO,31.7768,-96.3957,CRUDE OIL,1.0,0.0,0.0,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,31.7768,-96.3957,0.89,nearest_place,,,,,Wortham,TX,Freestone County,76693,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
3266,2013,ENTERPRISE CRUDE PIPELINE LLC,33.826786,-98.638556,CRUDE OIL,0.48,0.0,0.0,NO,,NO,,NO,,OVERFILL OR OVERFLOW,,33.817853,-98.637821,0.92,nearest_street,1140,Wells Rd,,,Wichita Falls,TX,Archer County,76310,US,TIGER/Line® dataset from the US Census Bureau,0.48,1
3271,2013,EXXONMOBIL PIPELINE CO,29.708617,-95.1625,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.57,0.0,0.57,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.708489,-95.162361,1.0,rooftop,3502,Washington St,,,Pasadena,TX,Harris County,77503,US,Greater Houston,0.0,1
3276,2013,MID - VALLEY PIPELINE CO,32.61009,-94.22141,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,YES,,LEAK,SEAL OR PACKING,32.611507,-94.222437,0.99,rooftop,11398,N Hwy 43,,,Karnack,TX,Harrison County,75661,US,Harrison,0.0,1
3277,2013,"PLAINS PIPELINE, L.P.",32.00836,-102.0054,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,YES,,LEAK,SEAL OR PACKING,32.010068,-102.006809,0.99,nearest_street,,I 20,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3281,2013,SUNOCO PIPELINE L.P.,32.0711,-96.47409,CRUDE OIL,4.0,0.0,0.0,NO,,NO,,NO,,OTHER,,32.074877,-96.477333,0.94,nearest_street,1198,S 29th St,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,4.0,1
3283,2013,ENTERPRISE CRUDE PIPELINE LLC,31.52811,-103.56208,CRUDE OIL,3.0,0.0,2.0,NO,,NO,,NO,,LEAK,OTHER,31.528944,-103.56223,0.99,rooftop,710,United States Highway 285 N,,,Pecos,TX,Reeves County,79772,US,Reeves,1.0,1
3290,2013,"OILTANKING, HOUSTON LP",29.74772,-95.13058,CRUDE OIL,50.0,0.0,50.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,29.750781,-95.129083,0.95,nearest_street,15706,San Jacinto Blvd,,,Houston,TX,Harris County,77015,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3291,2013,"NUSTAR LOGISTICS, L.P.",28.54022,-99.18709,CRUDE OIL,16.1,0.0,16.1,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,28.54022,-99.18709,0.06,nearest_place,,,,,Cotulla,TX,La Salle County,78014,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3298,2013,ENTERPRISE CRUDE PIPELINE LLC,29.706587,-95.228165,CRUDE OIL,52.0,0.0,52.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,29.706913,-95.228449,1.0,rooftop,10390,La Porte Rd,,,Pasadena,TX,Harris County,77506,US,City of Houston,0.0,1
3303,2013,ENTERPRISE CRUDE PIPELINE LLC,31.784903,-102.17472,CRUDE OIL,1.0,0.0,0.0,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,31.784903,-102.17472,0.05,nearest_place,,,,,Odessa,TX,Midland County,79765,US,TIGER/Line® dataset from the US Census Bureau,1.0,1
3305,2013,SUNOCO PIPELINE L.P.,32.0711,-96.47409,CRUDE OIL,1.0,0.0,0.25,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,32.074877,-96.477333,0.94,nearest_street,1198,S 29th St,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,0.75,1
3306,2013,ENTERPRISE CRUDE PIPELINE LLC,32.772073,-96.323668,CRUDE OIL,0.2,0.0,0.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,32.771896,-96.323342,1.0,rooftop,6788,Colquitt Rd,,,Terrell,TX,Kaufman County,75160,US,Kaufman,0.2,1
3307,2013,"PLAINS PIPELINE, L.P.",31.13665,-102.19186,CRUDE OIL,1.0,0.0,1.0,NO,,NO,,YES,,LEAK,PINHOLE,31.13671,-102.193007,0.99,rooftop,800,County Rd 400,,,Mc Camey,TX,Upton County,79752,US,Upton,0.0,1
3308,2013,EXPLORER PIPELINE CO,29.81987246,-95.15331796,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.19,0.0,1.19,NO,,NO,,NO,,OTHER,,29.819773,-95.15345,1.0,rooftop,15003,Moore Rd,,,Houston,TX,Harris County,77049,US,Harris,0.0,1
3316,2013,"KOCH PIPELINE COMPANY, L.P.",29.926686,-94.698972,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.6,1.6,0.0,NO,,NO,,NO,,OTHER,,29.927068,-94.698774,1.0,rooftop,227,Pvt,,,Liberty,TX,Liberty County,77575,US,Liberty,3.2,1
3318,2013,"SHELL PIPELINE CO., L.P.",29.716111,-95.2219583,CRUDE OIL,940.0,0.0,525.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.715525,-95.222357,1.0,rooftop,216,N Park St,,,Pasadena,TX,Harris County,77506,US,City of Houston,415.0,1
3319,2013,ENERGY TRANSFER COMPANY,28.8239,-97.9906,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5.88,6.78,0.0,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,28.824711,-97.990027,0.99,rooftop,1380,County Rd 189,,,Karnes City,TX,Karnes County,78118,US,Karnes,12.66,1
3322,2013,MOTIVA ENTERPRISE LLC,29.87727,-93.95604,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,8.0,0.0,8.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.875947,-93.95447,0.99,rooftop,401,W 19th St,,,Port Arthur,TX,Jefferson County,77640,US,Jefferson,0.0,1
3323,2013,SUNOCO PIPELINE L.P.,32.0711,-96.47409,CRUDE OIL,300.0,0.0,160.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,32.074877,-96.477333,0.94,nearest_street,1198,S 29th St,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau,140.0,1
3325,2013,ENTERPRISE CRUDE PIPELINE LLC,32.02363,-102.012028,CRUDE OIL,3.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,32.027201,-102.013824,0.95,nearest_street,4857,I-20e Bus,,,Midland,TX,Midland County,79706,US,TIGER/Line® dataset from the US Census Bureau,2.0,1
3328,2013,SUNOCO PIPELINE L.P.,30.02767,-94.5044,CRUDE OIL,37.5,0.0,20.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,OTHER,30.023388,-94.512737,0.94,nearest_street,,US 90,,,Devers,TX,Liberty County,77538,US,TIGER/Line® dataset from the US Census Bureau,17.5,1
3329,2013,SUNOCO PIPELINE L.P.,32.5343,-97.0456,CRUDE OIL,50.0,0.0,12.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.534186,-97.046195,0.98,nearest_street,4325,State Hwy 2,,,Midlothian,TX,Ellis County,76065,US,TIGER/Line® dataset from the US Census Bureau,38.0,1
3331,2013,ENTERPRISE PRODUCTS OPERATING LLC,29.52032,-95.107733,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.522949,-95.104331,0.95,nearest_street,19516,State Hwy 3,,,Webster,TX,Harris County,77598,US,TIGER/Line® dataset from the US Census Bureau,0.1,1
3335,2013,EXXONMOBIL PIPELINE CO,29.708617,-95.1625,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.78,0.0,0.78,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,29.708489,-95.162361,1.0,rooftop,3502,Washington St,,,Pasadena,TX,Harris County,77503,US,Greater Houston,0.0,1
3337,2013,ENTERPRISE CRUDE PIPELINE LLC,32.088227,-102.137422,CRUDE OIL,1.5,0.0,1.0,NO,,NO,,YES,,LEAK,SEAL OR PACKING,32.088227,-102.137422,0.11,nearest_place,,,,,Midland,TX,Martin County,79705,US,TIGER/Line® dataset from the US Census Bureau,0.5,1
3339,2013,MARATHON PIPE LINE LLC,29.763813,-95.012758,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.0,83.0,0.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,29.765977,-95.009133,0.95,nearest_street,3956,State Spur 330,,,Baytown,TX,Harris County,77520,US,TIGER/Line® dataset from the US Census Bureau,86.0,1
3344,2013,CYPRESS INTERSTATE PIPELINE LLC,29.9877906,-94.0637716,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,37.16,8.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.987853,-94.063083,1.0,rooftop,16129,W Port Arthur Rd,,,Beaumont,TX,Jefferson County,77705,US,Jefferson,45.16,1
3345,2013,SUNOCO PIPELINE L.P.,30.93182,-94.53129,CRUDE OIL,550.0,0.0,500.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,30.93182,-94.53129,0.13,nearest_place,,,,,Chester,TX,Tyler County,75936,US,TIGER/Line® dataset from the US Census Bureau,50.0,1
3350,2013,ENTERPRISE PRODUCTS OPERATING LLC,29.461595,-95.245072,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.01,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,29.461594,-95.24526,1.0,rooftop,4590,Sh 35 N,,,Alvin,TX,Brazoria County,77511,US,Brazoria,0.01,1
3352,2013,WEST TEXAS GULF PIPELINE CO,31.776632,-96.39607,CRUDE OIL,0.1,0.0,0.0,NO,,YES,1.0,NO,CARBON STEEL,OTHER,,31.776632,-96.39607,0.89,nearest_place,,,,,Wortham,TX,Freestone County,76693,US,TIGER/Line® dataset from the US Census Bureau,0.1,1
3353,2013,PHILLIPS 66 PIPELINE LLC,35.285,-101.541111,CRUDE OIL,0.43,0.0,0.43,NO,,NO,,YES,,LEAK,SEAL OR PACKING,35.286645,-101.541018,0.97,nearest_street,499,US Hwy 60,,,Panhandle,TX,Carson County,79068,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3354,2013,ENTERPRISE PRODUCTS OPERATING LLC,29.9121,-94.0067,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,0.0,3.0,NO,,NO,,YES,,LEAK,CONNECTION FAILURE,29.915743,-94.012022,0.94,nearest_street,500,Dorsey St,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3358,2013,MOTIVA ENTERPRISE LLC,29.8538,-93.95632,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.8587,-93.951737,0.93,nearest_street,700,Foley Ave,,,Port Arthur,TX,Jefferson County,77640,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3360,2013,"MAGELLAN PIPELINE COMPANY, LP",29.37889,-94.93121,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,25.0,0.0,24.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.378844,-94.931272,1.0,rooftop,2503,5th Ave S,,,Texas City,TX,Galveston County,77590,US,Galveston,1.0,1
3363,2013,SUNOCO PIPELINE L.P.,30.1458,-94.4014,CRUDE OIL,0.3,0.0,0.0,NO,,NO,,YES,,LEAK,CRACK,30.141349,-94.401091,0.94,nearest_street,114,E Crosby St,,,Sour Lake,TX,Hardin County,77659,US,TIGER/Line® dataset from the US Census Bureau,0.3,1
3364,2013,MARATHON PIPE LINE LLC,29.62333683,-95.05727158,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.3,85.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.620856,-95.062554,0.94,nearest_street,9699,Bayport Blvd,,,Pasadena,TX,Harris County,77507,US,TIGER/Line® dataset from the US Census Bureau,85.3,1
3365,2013,MARATHON PIPE LINE LLC,29.69373658,-95.03284979,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.4,105.0,0.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.692906,-95.034345,0.99,rooftop,100,Strang Rd,,,La Porte,TX,Harris County,77571,US,Greater Houston,108.4,1
3370,2013,SUNOCO PIPELINE L.P.,32.61094,-98.7683,CRUDE OIL,15.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.609742,-98.76915,0.99,rooftop,7792,Private Road 1371,,,Ranger,TX,Stephens County,76470,US,Stephens,13.0,1
3372,2013,SUNOCO PIPELINE L.P.,30.92696,-94.55099,CRUDE OIL,7.0,0.0,6.5,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,30.92696,-94.55099,0.18,nearest_place,,,,,Chester,TX,Tyler County,75936,US,TIGER/Line® dataset from the US Census Bureau,0.5,1
3374,2013,SUNOCO PIPELINE L.P.,30.92773,-94.54854,CRUDE OIL,3.0,0.0,1.0,NO,,NO,,NO,,LEAK,PINHOLE,30.92773,-94.54854,0.18,nearest_place,,,,,Chester,TX,Tyler County,75936,US,TIGER/Line® dataset from the US Census Bureau,2.0,1
3375,2013,SUNOCO PIPELINE L.P.,32.56273,-98.7191,CRUDE OIL,25.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.56273,-98.7191,0.07,nearest_place,,,,,Ranger,TX,Stephens County,76470,US,TIGER/Line® dataset from the US Census Bureau,25.0,1
3376,2013,ENERGY TRANSFER COMPANY,29.8279,-94.9438,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,9.0,123.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,29.828094,-94.943744,1.0,rooftop,7605,E Wallisville Rd,,,Baytown,TX,Harris County,77521,US,Harris,132.0,1
3378,2013,SUNOCO PIPELINE L.P.,29.9807,-94.06,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.36,0.0,0.0,NO,,NO,,NO,,LEAK,CRACK,29.982421,-94.059598,0.97,nearest_street,15641,W Port Arthur Rd,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.36,1
3379,2013,PHILLIPS 66 PIPELINE LLC,31.931914,-102.580805,CRUDE OIL,8.5,0.0,8.5,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,31.931914,-102.580805,0.13,nearest_place,,,,,Goldsmith,TX,Ector County,79741,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3380,2013,EXXONMOBIL PIPELINE CO,29.708617,-95.1625,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.74,0.0,0.74,NO,,NO,,NO,,LEAK,CONNECTION FAILURE,29.708489,-95.162361,1.0,rooftop,3502,Washington St,,,Pasadena,TX,Harris County,77503,US,Greater Houston,0.0,1
3382,2013,SUNOCO PIPELINE L.P.,32.70141,-98.84219,CRUDE OIL,25.0,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,PINHOLE,32.70141,-98.84219,0.11,nearest_place,,,,,Breckenridge,TX,Stephens County,76424,US,TIGER/Line® dataset from the US Census Bureau,25.0,1
3386,2013,KINDER MORGAN CO2 CO. LP,32.86057,-100.93178,CO2 (CARBON DIOXIDE),4.83,15.71,0.0,NO,,NO,,YES,,LEAK,SEAL OR PACKING,32.861503,-100.923864,0.93,nearest_street,7801,Farm To Market Rd 1231,,,Snyder,TX,Scurry County,79549,US,TIGER/Line® dataset from the US Census Bureau,20.54,1
3391,2013,MOBIL CORP,30.03188,-94.06856,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,20.0,0.0,20.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.032623,-94.068015,0.99,nearest_street,,US 69,,,Beaumont,TX,Jefferson County,77705,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3393,2013,"KINDER MORGAN LIQUID TERMINALS, LLC",29.72536,-95.203354,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.48,0.0,0.48,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.725465,-95.203442,0.99,nearest_street,1277,N Witter St,,,Pasadena,TX,Harris County,77506,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3396,2013,SUNOCO PIPELINE L.P.,32.54948,-98.71181,CRUDE OIL,350.0,0.0,120.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,32.555452,-98.705292,0.93,nearest_street,12418,County Rd 126,,,Ranger,TX,Stephens County,76470,US,TIGER/Line® dataset from the US Census Bureau,230.0,1
3402,2013,WEST TEXAS GULF PIPELINE CO,32.48128,-94.83778,CRUDE OIL,2.0,0.0,0.0,NO,,NO,,YES,,OVERFILL OR OVERFLOW,,32.48091,-94.841609,0.95,nearest_street,298,Ashcraft Ln,,,Longview,TX,Gregg County,75604,US,TIGER/Line® dataset from the US Census Bureau,2.0,1
3406,2013,PHILLIPS 66 PIPELINE LLC,35.726944,-101.354167,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,97.52,312.48,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,35.726944,-101.354167,0.17,nearest_place,,,,,Borger,TX,Hutchinson County,79007,US,TIGER/Line® dataset from the US Census Bureau,410.0,1
3409,2013,"ROADRUNNER PIPELINE, L.L.C.",33.24455,-102.26934,CRUDE OIL,0.12,0.0,0.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,33.242703,-102.274595,0.94,nearest_street,1064,Ranch Rd 2066,,,Brownfield,TX,Terry County,79316,US,TIGER/Line® dataset from the US Census Bureau,0.12,1
3410,2013,"MAGELLAN PIPELINE COMPANY, LP",29.792012,-95.282365,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.7,0.0,0.7,NO,,NO,,NO,,LEAK,CRACK,29.789355,-95.281822,0.96,nearest_street,8220,Wallisville Rd,,,Houston,TX,Harris County,77029,US,TIGER/Line® dataset from the US Census Bureau,0.0,1
3415,2013,MOBIL CHEMICAL CO,30.066112,-93.820278,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,0.0,0.0,NO,,NO,,NO,,LEAK,SEAL OR PACKING,30.066671,-93.820657,1.0,rooftop,3572,Whisper Ln,,,Orange,TX,Orange County,77630,US,Orange,0.2,1
3416,2013,ENTERPRISE CRUDE PIPELINE LLC,31.531786,-96.185508,CRUDE OIL,1.5,0.0,0.0,NO,,NO,,,,LEAK,SEAL OR PACKING,31.530155,-96.175886,0.92,nearest_street,685,County Rd 691,,,Teague,TX,Freestone County,75860,US,TIGER/Line® dataset from the US Census Bureau,1.5,1
3422,2013,SUNOCO PIPELINE L.P.,30.94062,-94.40307,CRUDE OIL,10.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,30.938839,-94.402243,0.96,nearest_street,774,Recreational Road 255,,,Colmesneil,TX,Tyler County,75938,US,TIGER/Line® dataset from the US Census Bureau,10.0,1
3426,2013,SUNOCO PIPELINE L.P.,33.87367,-100.08678,CRUDE OIL,2.0,0.0,0.0,NO,,NO,,YES,,LEAK,PINHOLE,33.87367,-100.08678,0.09,nearest_place,,,,,Hackberry,TX,Cottle County,79248,US,TIGER/Line® dataset from the US Census Bureau,2.0,1
